country,state,city,School Name,Site Name,Userid,Latitude,Longitude,Elevation,date,temp,Minimum Temp C,Maximum Temp C,Number Of Days Reported,Number Of Obs
finland,oulu,oulu,Utajarven Ylaaste,Atmosphere:ATM-02,2534829,64.7623,26.415,80,1/10/14,2.1,-9.7,12.3,31,31
finland,oulu,oulu,Utajarven Ylaaste,Atmosphere:ATM-02,2534829,64.7623,26.415,80,1/11/14,-1.2,-17.1,9.4,28,28
finland,oulu,oulu,Utajarven Ylaaste,Atmosphere:ATM-02,2534829,64.7623,26.415,80,1/1/15,-5.9,-25.1,17.9,25,25
finland,oulu,oulu,Utajarven Ylaaste,Atmosphere:ATM-02,2534829,64.7623,26.415,80,1/2/15,-2.3,-22.3,6.4,27,27
finland,oulu,oulu,Utajarven Ylaaste,Atmosphere:ATM-02,2534829,64.7623,26.415,80,1/3/15,0.2,-18.4,9.7,31,31
finland,oulu,oulu,Utajarven Ylaaste,Atmosphere:ATM-02,2534829,64.7623,26.415,80,1/4/15,3.9,-3.8,11.8,30,30
finland,oulu,oulu,Utajarven Ylaaste,Atmosphere:ATM-02,2534829,64.7623,26.415,80,1/5/15,9.5,-0.6,19.8,30,30
finland,oulu,oulu,Utajarven Ylaaste,Atmosphere:ATM-02,2534829,64.7623,26.415,80,1/6/15,12.5,3.8,23.7,30,30
finland,oulu,oulu,Utajarven Ylaaste,Atmosphere:ATM-02,2534829,64.7623,26.415,80,1/7/15,14.9,3.9,23.9,31,31
finland,oulu,oulu,Utajarven Ylaaste,Atmosphere:ATM-02,2534829,64.7623,26.415,80,1/8/15,15.9,4.4,25.1,31,31
finland,oulu,oulu,Utajarven Ylaaste,Atmosphere:ATM-02,2534829,64.7623,26.415,80,1/9/15,11.7,-1.1,21.1,28,28
finland,oulu,oulu,Utajarven Ylaaste,Atmosphere:ATM-02,2534829,64.7623,26.415,80,1/10/15,4.1,-8.4,13.7,31,31
finland,oulu,oulu,Utajarven Ylaaste,Atmosphere:ATM-02,2534829,64.7623,26.415,80,1/11/15,2.3,-7.9,10.2,30,30
finland,oulu,oulu,Utajarven Ylaaste,Atmosphere:ATM-02,2534829,64.7623,26.415,80,1/12/15,-2.5,-17.8,5.2,29,29
finland,oulu,oulu,Utajarven Ylaaste,Atmosphere:ATM-02,2534829,64.7623,26.415,80,1/1/16,-12.9,-29.8,2.3,29,29
finland,oulu,oulu,Utajarven Ylaaste,Atmosphere:ATM-02,2534829,64.7623,26.415,80,1/2/16,-3.3,-16.5,3.4,29,29
finland,oulu,oulu,Utajarven Ylaaste,Atmosphere:ATM-02,2534829,64.7623,26.415,80,1/3/16,-1.1,-16.7,10.9,31,31
finland,oulu,oulu,Utajarven Ylaaste,Atmosphere:ATM-02,2534829,64.7623,26.415,80,1/4/16,4.2,-7.4,15.4,28,28
finland,oulu,oulu,Utajarven Ylaaste,Atmosphere:ATM-02,2534829,64.7623,26.415,80,1/5/16,12.3,-0.1,25.8,29,29
finland,oulu,oulu,Utajarven Ylaaste,Atmosphere:ATM-02,2534829,64.7623,26.415,80,1/8/16,14.6,2.3,22.6,30,30
finland,oulu,oulu,Utajarven Ylaaste,Atmosphere:ATM-02,2534829,64.7623,26.415,80,1/9/16,10.5,-1.3,17.5,28,28
finland,oulu,oulu,Utajarven Ylaaste,Atmosphere:ATM-02,2534829,64.7623,26.415,80,1/11/16,-3.7,-14.8,6.5,30,30
finland,oulu,oulu,Utajarven Ylaaste,Atmosphere:ATM-02,2534829,64.7623,26.415,80,1/12/16,-4.7,-24.2,4.1,29,29
finland,oulu,oulu,Utajarven Ylaaste,Atmosphere:ATM-02,2534829,64.7623,26.415,80,1/1/17,-5.8,-29.3,5.2,29,29
finland,oulu,oulu,Utajarven Ylaaste,Atmosphere:ATM-02,2534829,64.7623,26.415,80,1/2/17,-6.3,-22.8,6.8,24,24
finland,oulu,oulu,Utajarven Ylaaste,Atmosphere:ATM-02,2534829,64.7623,26.415,80,1/3/17,-1.8,-17.5,7.5,31,31
finland,oulu,oulu,Utajarven Ylaaste,Atmosphere:ATM-02,2534829,64.7623,26.415,80,1/4/17,0.4,-10.7,10.2,30,30
finland,oulu,oulu,Utajarven Ylaaste,Atmosphere:ATM-02,2534829,64.7623,26.415,80,1/5/17,5.3,-3.3,19.2,30,30
finland,oulu,oulu,Utajarven Ylaaste,Atmosphere:ATM-02,2534829,64.7623,26.415,80,1/6/17,12.5,0.8,24.3,30,30
finland,oulu,oulu,Utajarven Ylaaste,Atmosphere:ATM-02,2534829,64.7623,26.415,80,1/7/17,16,4.6,24.8,31,31
finland,oulu,oulu,Utajarven Ylaaste,Atmosphere:ATM-02,2534829,64.7623,26.415,80,1/8/17,14.6,5.8,23.9,31,31
finland,oulu,oulu,Utajarven Ylaaste,Atmosphere:ATM-02,2534829,64.7623,26.415,80,1/9/17,9.8,3.1,17.8,30,30
finland,oulu,oulu,Utajarven Ylaaste,Atmosphere:ATM-02,2534829,64.7623,26.415,80,1/10/17,3.3,-11.9,9.7,29,29
finland,oulu,oulu,Utajarven Ylaaste,Atmosphere:ATM-02,2534829,64.7623,26.415,80,1/11/17,-0.2,-13.9,7.3,30,30
finland,oulu,oulu,Utajarven Ylaaste,Atmosphere:ATM-02,2534829,64.7623,26.415,80,1/12/17,-2.9,-17.4,2.2,31,31
finland,oulu,oulu,Utajarven Ylaaste,Atmosphere:ATM-02,2534829,64.7623,26.415,80,1/1/18,-5.3,-23.7,2.8,28,28
finland,oulu,oulu,Utajarven Ylaaste,Atmosphere:ATM-02,2534829,64.7623,26.415,80,1/2/18,-11.9,-26.5,0.8,28,28
finland,oulu,oulu,Utajarven Ylaaste,Atmosphere:ATM-02,2534829,64.7623,26.415,80,1/3/18,-7.7,-21.6,3.7,31,31
finland,oulu,oulu,Utajarven Ylaaste,Atmosphere:ATM-02,2534829,64.7623,26.415,80,1/4/18,3.2,-12.3,15,30,30
finland,oulu,oulu,Utajarven Ylaaste,Atmosphere:ATM-02,2534829,64.7623,26.415,80,1/5/18,12.5,0.2,27.7,31,31
finland,oulu,oulu,Utajarven Ylaaste,Atmosphere:ATM-02,2534829,64.7623,26.415,80,1/6/18,13,1,24.3,30,30
finland,oulu,oulu,Utajarven Ylaaste,Atmosphere:ATM-02,2534829,64.7623,26.415,80,1/7/18,20.6,5.2,32.2,31,31
finland,oulu,oulu,Utajarven Ylaaste,Atmosphere:ATM-02,2534829,64.7623,26.415,80,1/8/18,16.3,4.8,31.6,31,31
finland,oulu,oulu,Utajarven Ylaaste,Atmosphere:ATM-02,2534829,64.7623,26.415,80,1/9/18,11.3,-4.2,22.3,30,30
